open_time,Open,High,Low,Close,Volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1657411200000,0.47810000,0.47980000,0.45520000,0.46240000,115262368.10000000,1657497599999,53751291.74261000,109497,54031048.70000000,25190426.15197000,0
1657497600000,0.46250000,0.46280000,0.43160000,0.43470000,162045832.10000000,1657583999999,72500824.71716000,165486,76861826.20000000,34383623.09652000,0
1657584000000,0.43470000,0.44250000,0.41560000,0.41710000,139595801.60000000,1657670399999,60188310.95787000,132808,67572021.50000000,29143478.13447000,0
1657670400000,0.41710000,0.44220000,0.40230000,0.43830000,265120837.40000000,1657756799999,111631781.47776000,219814,132163289.30000000,55676230.91374000,0
1657756800000,0.43830000,0.44650000,0.41700000,0.44160000,208166850.30000000,1657843199999,89817605.08748000,161281,105365446.40000000,45477827.63353000,0
1657843200000,0.44170000,0.45360000,0.43260000,0.44210000,187707381.70000000,1657929599999,82956659.08532000,149271,97110731.30000000,42938343.47677000,0
1657929600000,0.44210000,0.45910000,0.43160000,0.45780000,147996093.00000000,1658015999999,66098071.70082000,132608,74143492.20000000,33126978.78578000,0
1658016000000,0.45780000,0.46600000,0.44210000,0.44780000,153582187.80000000,1658102399999,69559410.06062000,137153,76717843.70000000,34754855.23951000,0
1658102400000,0.44780000,0.49980000,0.44570000,0.49040000,383712607.40000000,1658188799999,184055804.57396000,353973,189987243.40000000,91114076.89519000,0
1658188800000,0.49040000,0.52600000,0.47330000,0.51520000,386358308.60000000,1658275199999,192345105.51031000,391077,198125136.30000000,98676939.88965000,0
1658275200000,0.51520000,0.54870000,0.48680000,0.49100000,389779718.70000000,1658361599999,202518393.71977000,408063,193278403.40000000,100505192.19055000,0
1658361600000,0.49100000,0.50230000,0.47560000,0.49930000,261898181.10000000,1658447999999,127916182.75465000,247529,127097139.20000000,62107678.67944000,0
1658448000000,0.49940000,0.51140000,0.47700000,0.48280000,200329666.40000000,1658534399999,99432126.04535000,196336,97861098.20000000,48600240.63722000,0
1658534400000,0.48270000,0.51860000,0.47300000,0.51700000,199660186.40000000,1658620799999,98131475.97387000,207295,98958254.80000000,48632264.06779000,0
1658620800000,0.51710000,0.53680000,0.50950000,0.51200000,233306136.50000000,1658707199999,121580637.36585000,271496,117077962.20000000,61042635.91257000,0
1658707200000,0.51200000,0.51540000,0.48890000,0.49440000,69148823.70000000,1658793599999,34380812.45592000,75712,31981421.20000000,15890958.21649000,0
